SUCURSAL,FECHA,HORA,FOLIO_CORTE,CAJA,CAJERO,FONDO_INICIAL,VENTAS_TOTALES_NETAS,RETIROS,SISTEMA_DEBE_HABER,REAL_CONTADO,DIFERENCIA,PAGO_DEBITO,PAGO_CREDITO,PAGO_EFECTIVO_CALC,FUE_MODIFICADO,USUARIO_MODIF,FECHA_MODIF
Tienda 1,2025-01-20,15:39:07.303000,Corte 1032,Caja 1,Cajero 1,1141.47,7048.74,3396.03,4783.53,4756.9,-12.56,1626.49,0.0,5269.23,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-20,19:53:27.738000,Corte 1033,Caja 1,Cajero 1,1714.51,1973.01,0.0,3745.25,3745.01,0.0,0.0,528.8,1424.01,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-21,13:03:58.443000,Corte 1034,Caja 1,Cajero 1,1529.17,1739.81,0.0,3303.27,3302.08,0.85,100.35,0.0,1632.91,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-21,20:01:00.732000,Corte 1035,Caja 1,Cajero 1,1631.64,4375.78,1919.4,4084.4,3652.55,-396.15,517.92,237.83,3595.78,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-22,15:23:30.846000,Corte 1036,Caja 1,Cajero 1,1643.49,4993.99,2534.17,4125.29,3546.78,-562.58,612.78,90.34,4308.5,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-22,20:24:10.712000,Corte 1037,Caja 1,Cajero 1,1837.12,2845.85,0.0,4585.2,4520.05,-80.11,598.36,541.54,1652.04,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-23,14:10:56.675000,Corte 1038,Caja 1,Cajero 1,1752.47,3640.57,0.0,5376.6,5383.51,-6.2,724.88,0.0,2932.57,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-23,19:53:08.031000,Corte 1039,Caja 1,Cajero 1,1728.11,2508.47,0.0,4186.6,4204.86,-0.6,276.16,315.43,1935.88,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-24,15:43:42.949000,Corte 1040,Caja 1,Cajero 1,1482.69,7132.07,6059.73,2572.64,2545.41,-5.56,0.0,0.0,7016.71,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-24,20:06:24.467000,Corte 1041,Caja 1,Cajero 1,1665.57,1235.29,0.0,2883.05,2903.69,0.13,35.01,169.65,1018.98,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-25,14:44:53.632000,Corte 1042,Caja 1,Cajero 1,1583.73,6120.51,306.29,7300.16,7243.31,0.71,453.87,449.02,5172.66,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2025-01-25,20:17:23.744000,Corte 1043,Caja 1,Cajero 1,2099.55,4265.42,0.0,6252.74,6358.34,9.41,695.85,9.0,3593.45,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-26,16:23:16.025000,Corte 1044,Caja 1,Cajero 1,1973.71,5239.35,3210.81,4130.34,4114.15,32.21,743.1,0.0,4500.3,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-27,16:19:20.353000,Corte 1045,Caja 1,Cajero 1,1798.73,4575.7,2369.29,3986.74,4043.37,-30.11,0.0,270.87,4365.24,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-27,20:07:03.686000,Corte 1046,Caja 1,Cajero 1,1810.9,3144.21,27.11,4982.98,4838.97,-63.89,1235.16,0.0,1894.74,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-28,15:05:44.903000,Corte 1047,Caja 1,Cajero 1,1449.85,5247.08,1393.82,5246.05,5301.83,1.12,2730.82,210.26,2283.93,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-28,20:01:21.806000,Corte 1048,Caja 1,Cajero 1,1348.82,2180.16,0.0,3517.31,3579.47,34.16,0.0,0.0,2183.9,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-29,16:17:19.996000,Corte 1049,Caja 1,Cajero 1,1200.23,3517.07,677.99,4014.84,4120.87,1.13,325.18,566.74,2664.75,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-29,19:58:00.142000,Corte 1050,Caja 1,Cajero 1,1741.92,1650.21,0.0,3394.58,3329.11,-0.64,0.0,0.0,1629.62,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-30,13:35:52.678000,Corte 1051,Caja 1,Cajero 1,1760.56,2540.33,0.0,4382.5,4369.07,0.72,455.93,144.11,1947.19,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-30,19:59:38.696000,Corte 1052,Caja 1,Cajero 1,1746.56,5005.05,1429.43,5416.25,5307.35,-8.27,2654.26,0.0,2409.46,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-31,15:35:46.577000,Corte 1053,Caja 1,Cajero 1,1548.55,4668.73,1880.69,4213.14,4283.16,-0.45,1107.01,0.0,3540.74,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-01-31,20:04:03.447000,Corte 1054,Caja 1,Cajero 1,1796.34,3132.1,2209.54,2672.9,2745.4,13.23,238.2,166.3,2702.14,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-01,12:19:56.205000,Corte 1055,Caja 1,Cajero 1,1647.17,2604.59,0.0,4204.04,4220.4,0.86,279.94,61.66,2270.99,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-01,20:10:24.808000,Corte 1056,Caja 1,Cajero 1,1462.27,4355.09,3157.22,2625.51,2532.94,-101.6,408.97,306.7,3664.05,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-02,16:03:27.203000,Corte 1057,Caja 1,Cajero 1,1589.81,5953.8,3648.21,3923.43,3826.28,-2.53,946.78,78.24,4926.71,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-03,16:50:24.568000,Corte 1058,Caja 1,Cajero 1,1749.14,5890.58,3846.24,3757.0,3851.44,-3.35,356.65,0.0,5431.48,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-04,20:19:18.067000,Corte 1059,Caja 1,Cajero 1,1536.12,9522.26,3527.67,7530.82,7482.49,-53.32,994.07,338.76,8106.41,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-05,15:10:25.368000,Corte 1060,Caja 1,Cajero 1,1338.8,6872.8,4859.2,3327.71,3315.81,-33.88,411.11,0.0,6542.62,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-05,20:19:19.733000,Corte 1061,Caja 1,Cajero 1,1872.62,2558.93,0.0,4418.67,4465.97,0.36,53.37,445.87,2098.35,SI,Admin 2,INFORMACION_PROTEGIDA
Tienda 1,2025-02-06,15:16:25.360000,Corte 1062,Caja 1,Cajero 1,1650.17,5403.26,3933.13,3193.72,3235.64,6.14,266.31,0.0,5170.72,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-06,20:14:16.042000,Corte 1063,Caja 1,Cajero 1,1383.18,1561.95,0.0,2967.98,2991.92,6.59,0.0,0.0,1589.77,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-07,14:29:19.744000,Corte 1064,Caja 1,Cajero 1,1303.39,3894.89,420.75,4766.47,4759.16,0.79,510.0,108.32,3328.1,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-07,19:41:59.931000,Corte 1065,Caja 1,Cajero 1,1806.77,3187.11,0.0,5002.91,4970.56,0.52,0.0,265.84,2893.9,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-08,15:06:41.150000,Corte 1066,Caja 1,Cajero 1,1745.36,4233.47,2516.88,3438.69,3429.88,0.51,142.86,176.82,3802.14,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-08,20:17:36.176000,Corte 1067,Caja 1,Cajero 1,1645.15,3127.0,647.46,4155.33,4150.73,-6.46,212.58,91.85,2863.8,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-09,15:59:13.439000,Corte 1068,Caja 1,Cajero 1,2106.55,10286.68,6492.07,5893.84,6193.95,254.16,831.3,1087.95,8359.64,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-10,20:15:50.726000,Corte 1069,Caja 1,Cajero 1,1126.2,6870.87,2444.25,5667.14,5647.1,0.85,1287.15,0.0,5637.38,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-11,12:56:35.638000,Corte 1070,Caja 1,Cajero 1,1838.98,2887.91,0.0,4704.23,4680.73,-0.24,383.25,1048.16,1458.98,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-11,20:06:51.687000,Corte 1071,Caja 1,Cajero 1,1828.47,2875.87,0.0,4658.15,4697.26,-44.16,651.34,351.53,1892.24,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-12,15:35:08.527000,Corte 1072,Caja 1,Cajero 1,1796.58,4439.95,2527.69,3679.02,3675.23,0.27,326.42,188.2,3996.72,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-12,20:10:47.326000,Corte 1073,Caja 1,Cajero 1,1987.9,1966.22,0.0,3881.89,3981.3,0.22,49.01,349.24,1545.74,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-13,15:08:09.523000,Corte 1074,Caja 1,Cajero 1,1993.52,4797.8,2781.75,3984.37,4117.91,20.53,576.17,181.0,4169.25,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-13,20:12:44.813000,Corte 1075,Caja 1,Cajero 1,2019.77,6147.13,0.0,8330.25,8215.07,2.21,856.17,297.06,5006.64,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-14,15:15:56.928000,Corte 1076,Caja 1,Cajero 1,1818.85,3356.51,2173.35,2990.18,2962.06,0.35,284.15,0.0,3015.41,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-14,20:07:39.359000,Corte 1077,Caja 1,Cajero 1,1550.35,2444.33,0.0,3936.68,3958.34,0.46,316.75,0.0,2095.54,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-15,15:13:38.842000,Corte 1078,Caja 1,Cajero 1,1676.78,6408.12,3703.37,4372.38,4336.42,36.12,536.42,599.35,5263.09,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-15,20:24:35.117000,Corte 1079,Caja 1,Cajero 1,1564.28,2129.6,0.0,3708.43,3683.74,3.24,662.38,0.0,1437.14,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-16,16:16:23.617000,Corte 1080,Caja 1,Cajero 1,1623.36,9101.36,5670.25,5156.03,5131.66,1.47,1703.51,629.44,6839.06,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-17,15:27:00.641000,Corte 1081,Caja 1,Cajero 1,1294.95,3695.93,2322.83,2710.04,2677.44,-2.2,148.96,98.18,3429.56,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-17,20:23:58.356000,Corte 1082,Caja 1,Cajero 1,1630.98,1794.55,0.0,3405.37,3373.15,0.0,0.0,146.56,1647.24,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-18,15:28:57.798000,Corte 1083,Caja 1,Cajero 1,2009.14,4439.14,2533.68,3881.72,3862.61,1.06,415.86,93.94,3889.57,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-18,20:08:22.568000,Corte 1084,Caja 1,Cajero 1,1836.17,2102.51,0.0,3939.61,3947.79,7.27,180.08,32.94,1891.9,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-19,15:15:25.511000,Corte 1085,Caja 1,Cajero 1,1728.5,2151.4,0.0,3894.18,3904.39,-0.06,0.0,0.0,2112.32,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-19,20:21:42.871000,Corte 1086,Caja 1,Cajero 1,1634.57,1478.61,0.0,3128.34,3121.29,57.49,296.45,178.73,978.89,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-20,16:16:02.488000,Corte 1087,Caja 1,Cajero 1,1581.78,5566.83,1908.27,5181.04,5209.41,-70.57,1521.17,531.0,3477.55,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-20,20:21:00.645000,Corte 1088,Caja 1,Cajero 1,2085.08,1454.91,0.0,3503.45,3853.37,326.2,183.95,17.34,1251.14,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-21,15:36:40.762000,Corte 1089,Caja 1,Cajero 1,2102.98,2626.42,1968.85,2793.61,2553.49,-246.08,209.64,180.36,2259.01,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-21,20:11:19.039000,Corte 1090,Caja 1,Cajero 1,1998.07,1305.08,221.9,3047.83,2990.12,-41.55,127.18,0.0,1183.64,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-22,15:02:18.272000,Corte 1091,Caja 1,Cajero 1,1808.76,4677.99,1719.87,4780.56,4731.68,1.07,634.55,267.88,3808.19,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-22,20:24:28.318000,Corte 1092,Caja 1,Cajero 1,1928.14,4435.56,1908.76,4411.43,4455.85,32.34,597.3,683.01,3065.43,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-23,16:23:44.621000,Corte 1093,Caja 1,Cajero 1,1816.12,4667.13,3585.09,2869.0,2914.79,70.29,1038.5,182.27,3502.48,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-24,16:05:25.028000,Corte 1094,Caja 1,Cajero 1,1223.98,3940.13,1233.96,3929.94,3991.2,0.4,517.07,585.21,2840.82,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-24,20:18:58.386000,Corte 1095,Caja 1,Cajero 1,1711.73,1731.13,0.0,3430.13,3456.89,1.62,0.0,83.85,1671.7,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-25,15:18:44.253000,Corte 1096,Caja 1,Cajero 1,1570.94,7285.56,4817.82,4070.68,4003.66,0.67,1300.73,0.0,5960.4,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-25,20:23:50.883000,Corte 1097,Caja 1,Cajero 1,1257.49,2828.8,957.45,3062.5,3063.24,-26.59,903.4,80.63,1819.4,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-26,15:52:04.134000,Corte 1098,Caja 1,Cajero 1,1490.01,5825.51,1540.22,5912.75,5891.99,-0.43,361.7,2028.09,3519.49,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-26,20:16:53.895000,Corte 1099,Caja 1,Cajero 1,2190.8,1302.31,939.62,2552.01,2558.33,3.63,0.0,0.0,1308.29,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-27,16:01:15.225000,Corte 1100,Caja 1,Cajero 1,1913.46,3827.77,2522.44,3156.02,3206.52,8.6,318.31,26.33,3404.54,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-27,20:13:31.889000,Corte 1101,Caja 1,Cajero 1,2315.48,1419.82,965.13,2756.65,2724.94,-50.19,66.8,28.99,1329.57,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-28,15:27:44.408000,Corte 1102,Caja 1,Cajero 1,2174.62,1108.78,763.62,2498.58,2917.22,443.51,198.07,0.0,885.82,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-02-28,20:10:55.295000,Corte 1103,Caja 1,Cajero 1,2023.0,1744.23,0.0,3810.49,3839.2,0.0,100.11,0.0,1641.94,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-01,20:20:15.912000,Corte 1104,Caja 1,Cajero 1,2011.45,10664.88,7091.33,5680.44,5359.53,-206.28,1483.26,1061.06,8138.17,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-02,16:12:42.924000,Corte 1105,Caja 1,Cajero 1,1809.58,4030.89,1911.75,3979.31,3919.03,-0.17,712.4,146.57,3112.37,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-03,15:10:34.127000,Corte 1106,Caja 1,Cajero 1,1576.91,3865.1,0.0,5503.46,5515.16,123.28,578.79,139.74,3150.43,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-03,19:55:11.423000,Corte 1107,Caja 1,Cajero 1,1899.86,2512.23,1791.28,2636.35,2591.52,13.16,274.26,0.0,2244.22,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-04,14:14:46.313000,Corte 1108,Caja 1,Cajero 1,1420.28,2587.72,0.0,4084.74,4084.96,-12.5,282.65,75.03,2259.66,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-04,20:17:40.402000,Corte 1109,Caja 1,Cajero 1,1718.31,3727.2,0.0,5447.33,5268.07,-106.67,225.38,0.0,3473.91,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-05,15:26:31.232000,Corte 1110,Caja 1,Cajero 1,1437.13,3251.02,1061.7,3687.83,3620.83,20.79,1056.96,280.87,1910.41,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-05,20:16:00.927000,Corte 1111,Caja 1,Cajero 1,2115.94,1742.03,0.0,3918.86,5245.35,1377.59,0.0,0.0,1777.68,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-06,12:58:02.825000,Corte 1112,Caja 1,Cajero 1,1947.72,2322.27,0.0,4271.75,4156.47,-125.7,122.21,120.35,2075.2,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-06,20:28:50.111000,Corte 1113,Caja 1,Cajero 1,2021.05,1988.87,0.0,3988.83,4022.76,1.11,461.56,0.0,1507.0,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-07,15:41:00.317000,Corte 1114,Caja 1,Cajero 1,1744.16,3049.06,1198.84,3588.14,3616.24,0.81,198.19,0.0,2885.0,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-07,20:15:42.982000,Corte 1115,Caja 1,Cajero 1,1619.97,2093.93,0.0,3805.79,3690.53,-49.14,362.2,17.07,1759.08,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-08,15:56:31.952000,Corte 1116,Caja 1,Cajero 1,1528.61,5527.93,423.98,6474.79,6631.8,0.91,533.25,297.92,4628.53,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-08,20:24:24.007000,Corte 1117,Caja 1,Cajero 1,1454.38,2368.7,0.0,3773.94,3867.55,7.16,610.38,150.2,1633.07,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-09,16:22:11.938000,Corte 1118,Caja 1,Cajero 1,1417.06,6347.74,4517.04,3238.9,3700.63,439.76,566.76,0.0,5713.37,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-10,15:25:18.977000,Corte 1119,Caja 1,Cajero 1,1858.99,5163.75,3519.13,3508.48,3468.34,-35.77,101.31,80.74,4987.42,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-10,20:19:02.181000,Corte 1120,Caja 1,Cajero 1,1782.14,2332.34,0.0,4062.87,4135.67,0.54,0.0,155.83,2173.89,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-11,14:41:55.337000,Corte 1121,Caja 1,Cajero 1,1696.72,3972.93,0.0,5674.89,5598.56,0.69,32.72,319.66,3661.8,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-11,20:13:28.157000,Corte 1122,Caja 1,Cajero 1,1561.0,3075.65,183.11,4496.22,4470.3,-19.03,791.25,184.0,2074.78,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-12,14:50:51.959000,Corte 1123,Caja 1,Cajero 1,1610.37,3087.54,426.19,4327.26,4266.99,1.05,642.67,0.0,2449.89,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-12,20:17:14.865000,Corte 1124,Caja 1,Cajero 1,1323.09,3276.5,0.0,4550.04,4600.29,0.64,169.81,47.81,3079.14,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-13,12:29:27.684000,Corte 1125,Caja 1,Cajero 1,1344.63,2534.65,0.0,3920.11,3864.6,4.93,73.81,0.0,2483.64,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-13,20:17:14.592000,Corte 1126,Caja 1,Cajero 1,1881.62,3248.45,2391.63,2667.83,2735.12,2.04,207.38,528.91,2478.22,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-14,14:33:35.649000,Corte 1127,Caja 1,Cajero 1,1677.99,2697.33,0.0,4438.1,4443.78,5.48,307.37,117.75,2292.17,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-14,20:30:50.605000,Corte 1128,Caja 1,Cajero 1,1562.95,2941.99,2080.75,2434.01,2385.61,-0.63,1154.13,0.0,1803.0,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-15,12:19:24.090000,Corte 1129,Caja 1,Cajero 1,1276.31,2766.67,0.0,4019.85,3588.45,-380.73,675.77,0.0,2075.35,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-15,20:17:02.822000,Corte 1130,Caja 1,Cajero 1,1998.33,4359.03,2506.76,3844.33,3858.52,17.81,275.24,311.27,3727.07,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-16,16:13:32.663000,Corte 1131,Caja 1,Cajero 1,1675.33,11127.86,8706.86,4183.1,4230.59,2.59,1634.1,989.85,8498.94,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-17,17:56:45.537000,Corte 1132,Caja 1,Cajero 1,1494.15,5840.01,4046.67,3287.26,3290.77,1.63,346.15,199.33,5337.88,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-18,15:43:28.209000,Corte 1133,Caja 1,Cajero 1,1821.41,3469.67,817.9,4476.77,4469.87,7.43,0.0,249.59,3254.02,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-18,20:25:56.110000,Corte 1134,Caja 1,Cajero 1,1779.02,2827.27,0.0,4693.33,4670.64,-30.11,18.05,0.0,2798.07,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-19,13:18:47.377000,Corte 1135,Caja 1,Cajero 1,1833.63,2954.61,1260.68,3488.01,5332.33,1826.5,376.3,0.0,2584.98,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-19,20:08:09.014000,Corte 1136,Caja 1,Cajero 1,1614.84,2306.31,4280.35,-372.47,1875.19,2277.08,98.49,87.07,2125.78,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-20,14:25:48.113000,Corte 1137,Caja 1,Cajero 1,1460.24,5044.47,2848.39,3624.59,3647.15,38.35,244.03,232.28,4641.43,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-20,20:04:20.303000,Corte 1138,Caja 1,Cajero 1,1643.58,1314.4,0.0,2952.41,2992.82,0.11,0.0,0.0,1307.46,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-21,16:09:22.900000,Corte 1139,Caja 1,Cajero 1,1571.66,4532.88,2273.43,3817.85,3511.79,-315.83,585.58,34.63,3891.45,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-21,20:13:23.264000,Corte 1140,Caja 1,Cajero 1,1850.56,926.27,86.25,2710.27,2714.88,-0.49,299.71,221.55,412.11,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-22,14:23:53.502000,Corte 1141,Caja 1,Cajero 1,1664.42,3904.14,3098.81,2427.59,2491.32,0.15,93.58,86.85,3751.48,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-22,20:09:29.495000,Corte 1142,Caja 1,Cajero 1,1908.1,1052.43,0.0,2972.42,2929.43,3.0,123.69,175.34,735.01,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-23,16:08:02.541000,Corte 1143,Caja 1,Cajero 1,1773.53,7557.24,2229.38,7120.31,7124.85,-2.6,1412.37,1021.75,5245.5,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-24,15:50:06.520000,Corte 1144,Caja 1,Cajero 1,1591.96,2893.47,0.0,4389.84,4509.68,-8.15,261.54,401.69,2241.6,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-24,20:04:50.128000,Corte 1145,Caja 1,Cajero 1,1753.28,912.33,0.0,2683.93,2696.37,0.2,0.0,56.9,873.47,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-25,15:50:16.316000,Corte 1146,Caja 1,Cajero 1,1211.65,4519.54,3426.93,2360.45,2396.93,0.61,228.37,214.04,4147.69,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-25,20:10:32.665000,Corte 1147,Caja 1,Cajero 1,1597.23,1672.46,0.0,3245.75,3273.7,0.25,102.88,139.61,1440.2,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-26,12:45:19.755000,Corte 1148,Caja 1,Cajero 1,1674.94,1745.55,0.0,3395.14,3438.3,6.61,447.97,0.0,1298.49,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-26,20:05:23.096000,Corte 1149,Caja 1,Cajero 1,1753.42,2151.24,1270.77,2635.64,2611.27,-70.92,233.42,157.43,1740.14,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-27,12:45:27.527000,Corte 1150,Caja 1,Cajero 1,1900.01,2490.02,0.0,4346.91,4355.86,-3.32,75.8,0.0,2382.91,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-27,20:13:11.700000,Corte 1151,Caja 1,Cajero 1,1767.6,4181.43,1577.65,4382.36,4414.81,81.51,129.76,390.81,3775.26,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-28,12:17:37.225000,Corte 1152,Caja 1,Cajero 1,1496.68,1547.77,0.0,3060.31,3068.93,1.03,535.04,0.0,1019.44,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-28,20:18:50.581000,Corte 1153,Caja 1,Cajero 1,2098.42,4227.43,63.63,6226.77,6153.73,-36.7,347.23,0.0,3879.09,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-29,20:26:19.115000,Corte 1154,Caja 1,Cajero 1,1866.7,7565.0,4017.32,5364.92,5401.47,61.32,2588.87,344.94,4457.78,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-30,16:16:03.689000,Corte 1155,Caja 1,Cajero 1,1824.3,7803.7,3225.6,6616.31,6551.29,1.69,1515.64,649.75,5743.44,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 1,2025-03-31,13:03:05.866000,Corte 1156,Caja 1,Cajero 1,1644.59,2701.8,0.0,4315.19,4404.74,0.32,72.75,418.88,2242.8,NO,Admin 1,INFORMACION_PROTEGIDA
