SUCURSAL,FECHA,FOLIO_INTERNO,UUID_FISCAL,ESTATUS,CLIENTE,RFC,ARTICULO,CANTIDAD,PRECIO_UNITARIO,IMPORTE_RENGLON,SUBTOTAL_FACTURA,IMPUESTOS_FACTURA,TOTAL_FACTURA,USO_CFDI,METODO_PAGO
Tienda 1,2023-08-31,Fact 6949,UUID 1,VIGENTE,Cliente 45,INFORMACION_PROTEGIDA,Prod 182,1.0,6.61,6.51,678.52,109.26,778.23,G03 ,PUE
Tienda 1,2023-08-31,Fact 6950,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 344,1.0,25.4,24.94,113.49,18.12,132.73,G03 ,PUE
Tienda 1,2023-08-31,Fact 6950,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 485,1.0,25.03,25.4,114.43,18.03,130.36,G03 ,PUE
Tienda 1,2023-08-31,Fact 6950,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 486,2.0,20.49,40.89,112.15,17.97,130.67,G03 ,PUE
Tienda 1,2023-08-31,Fact 6950,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 487,1.0,12.46,12.6,113.11,18.24,129.16,G03 ,PUE
Tienda 1,2023-08-31,Fact 6950,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 488,1.0,9.4,9.23,112.04,18.2,130.39,G03 ,PUE
Tienda 1,2023-09-01,Fact 6951,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 489,3.0,8.85,26.17,26.15,4.27,30.88,G01 ,PUE
Tienda 1,2023-09-01,Fact 6952,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 311,4.0,13.67,54.4,54.4,8.76,64.22,G01 ,PUE
Tienda 1,2023-09-01,Fact 6953,UUID 1,VIGENTE,Cliente 25,INFORMACION_PROTEGIDA,Prod 297,1.0,15.77,16.07,62.46,9.99,72.07,G03 ,PUE
Tienda 1,2023-09-01,Fact 6953,UUID 1,VIGENTE,Cliente 25,INFORMACION_PROTEGIDA,Prod 413,1.0,46.75,46.64,63.51,10.21,72.55,G03 ,PUE
Tienda 1,2023-09-01,Fact 6954,UUID 1,VIGENTE,Cliente 78,INFORMACION_PROTEGIDA,Prod 490,1.0,23.38,23.65,240.08,38.34,276.68,G03 ,PUE
Tienda 1,2023-09-01,Fact 6954,UUID 1,VIGENTE,Cliente 78,INFORMACION_PROTEGIDA,Prod 491,1.0,213.08,213.63,238.05,37.76,276.69,G03 ,PUE
Tienda 1,2023-09-01,Fact 6955,UUID 1,VIGENTE,Cliente 77,INFORMACION_PROTEGIDA,Prod 492,1.0,65.97,64.58,64.9,10.4,76.32,G03 ,PUE
Tienda 1,2023-09-01,Fact 6956,UUID 1,VIGENTE,Cliente 73,INFORMACION_PROTEGIDA,Prod 444,5.74,74.0,426.86,423.13,67.91,492.01,G03 ,PUE
Tienda 1,2023-09-01,Fact 6957,UUID 1,VIGENTE,Cliente 79,INFORMACION_PROTEGIDA,Prod 493,30.0,6.44,194.66,303.27,47.72,354.83,G03 ,PUE
Tienda 1,2023-09-01,Fact 6957,UUID 1,VIGENTE,Cliente 79,INFORMACION_PROTEGIDA,Prod 494,10.0,1.64,16.42,297.58,47.91,347.88,G03 ,PUE
Tienda 1,2023-09-01,Fact 6957,UUID 1,VIGENTE,Cliente 79,INFORMACION_PROTEGIDA,Prod 495,10.0,2.18,22.03,302.75,48.66,353.07,G03 ,PUE
Tienda 1,2023-09-01,Fact 6957,UUID 1,VIGENTE,Cliente 79,INFORMACION_PROTEGIDA,Prod 496,10.0,2.18,21.84,305.92,48.85,349.62,G03 ,PUE
Tienda 1,2023-09-01,Fact 6957,UUID 1,VIGENTE,Cliente 79,INFORMACION_PROTEGIDA,Prod 32,10.0,1.26,12.65,305.69,47.72,354.25,G03 ,PUE
Tienda 1,2023-09-01,Fact 6957,UUID 1,VIGENTE,Cliente 79,INFORMACION_PROTEGIDA,Prod 168,100.0,0.18,17.47,297.75,47.94,348.46,G03 ,PUE
Tienda 1,2023-09-01,Fact 6957,UUID 1,VIGENTE,Cliente 79,INFORMACION_PROTEGIDA,Prod 73,1.0,19.35,19.24,302.2,47.64,353.08,G03 ,PUE
Tienda 1,2023-09-01,Fact 6958,UUID 1,VIGENTE,Cliente 79,INFORMACION_PROTEGIDA,Prod 201,1.0,10.41,10.34,15.84,2.57,18.21,G03 ,PUE
Tienda 1,2023-09-01,Fact 6958,UUID 1,VIGENTE,Cliente 79,INFORMACION_PROTEGIDA,Prod 497,1.0,5.47,5.47,16.09,2.58,18.29,G03 ,PUE
Tienda 1,2023-09-01,Fact 6959,UUID 1,VIGENTE,Cliente 24,INFORMACION_PROTEGIDA,Prod 295,1.0,40.61,39.82,40.59,6.31,46.9,G03 ,PUE
Tienda 1,2023-09-01,Fact 6960,UUID 1,VIGENTE,Cliente 80,INFORMACION_PROTEGIDA,Prod 498,1.0,384.7,389.18,624.12,99.38,723.61,G03 ,PUE
Tienda 1,2023-09-01,Fact 6960,UUID 1,VIGENTE,Cliente 80,INFORMACION_PROTEGIDA,Prod 499,5.0,33.2,163.17,628.91,99.26,738.27,G03 ,PUE
Tienda 1,2023-09-01,Fact 6960,UUID 1,VIGENTE,Cliente 80,INFORMACION_PROTEGIDA,Prod 500,0.5,10.94,5.54,626.01,101.14,729.33,G03 ,PUE
Tienda 1,2023-09-01,Fact 6960,UUID 1,VIGENTE,Cliente 80,INFORMACION_PROTEGIDA,Prod 501,1.0,69.55,68.95,635.64,101.73,733.6,G03 ,PUE
Tienda 1,2023-09-02,Fact 6961,UUID 1,VIGENTE,Cliente 1,INFORMACION_PROTEGIDA,Prod 502,1.5,33.99,51.69,50.23,8.18,59.6,G03 ,PUE
Tienda 1,2023-09-02,Fact 6962,UUID 1,VIGENTE,Cliente 16,INFORMACION_PROTEGIDA,Prod 10,5.0,21.65,108.47,106.6,16.96,122.18,G03 ,PUE
Tienda 1,2023-09-02,Fact 6963,UUID 1,VIGENTE,Cliente 35,INFORMACION_PROTEGIDA,Prod 503,17.24,40.81,711.98,707.76,111.95,819.15,G03 ,PUE
Tienda 1,2023-09-03,Fact 6964,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 504,30.0,1.37,41.48,85.15,13.62,99.26,G01 ,PUE
Tienda 1,2023-09-03,Fact 6964,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 505,4.0,1.1,4.42,84.1,13.49,98.94,G01 ,PUE
Tienda 1,2023-09-03,Fact 6964,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 506,30.0,0.28,8.25,84.81,13.32,99.02,G01 ,PUE
Tienda 1,2023-09-03,Fact 6964,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 507,1.0,13.35,13.28,83.36,13.65,98.17,G01 ,PUE
Tienda 1,2023-09-03,Fact 6964,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 508,4.0,4.36,17.39,85.05,13.48,99.13,G01 ,PUE
Tienda 1,2023-09-03,Fact 6965,UUID 1,VIGENTE,Cliente 79,INFORMACION_PROTEGIDA,Prod 509,1.0,3.34,3.26,114.48,18.59,135.45,G03 ,PUE
Tienda 1,2023-09-03,Fact 6965,UUID 1,VIGENTE,Cliente 79,INFORMACION_PROTEGIDA,Prod 510,1.0,34.97,35.53,116.44,18.18,133.83,G03 ,PUE
Tienda 1,2023-09-03,Fact 6965,UUID 1,VIGENTE,Cliente 79,INFORMACION_PROTEGIDA,Prod 493,12.0,6.46,76.85,116.35,18.66,134.0,G03 ,PUE
Tienda 1,2023-09-04,Fact 6966,UUID 1,VIGENTE,Cliente 45,INFORMACION_PROTEGIDA,Prod 511,2.0,13.23,26.34,41.29,6.67,47.85,G03 ,PUE
Tienda 1,2023-09-04,Fact 6966,UUID 1,VIGENTE,Cliente 45,INFORMACION_PROTEGIDA,Prod 512,3.0,4.86,14.89,40.64,6.58,47.09,G03 ,PUE
Tienda 1,2023-09-04,Fact 6967,UUID 1,VIGENTE,Cliente 25,INFORMACION_PROTEGIDA,Prod 513,1.0,23.37,22.8,23.03,3.64,26.97,G03 ,PUE
Tienda 1,2023-09-04,Fact 6968,UUID 1,VIGENTE,Cliente 81,INFORMACION_PROTEGIDA,Prod 514,1.0,97.03,98.91,97.31,15.93,114.44,G03 ,PUE
Tienda 1,2023-09-04,Fact 6969,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 418,1.0,273.16,273.5,382.89,60.92,438.38,G03 ,PUE
Tienda 1,2023-09-04,Fact 6969,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 515,1.0,104.32,106.4,376.27,59.83,439.36,G03 ,PUE
Tienda 1,2023-09-05,Fact 6970,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 82,1.0,16.27,16.41,73.18,11.67,85.64,G03 ,PUE
Tienda 1,2023-09-05,Fact 6970,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 516,2.0,4.86,10.01,73.18,11.64,85.67,G03 ,PUE
Tienda 1,2023-09-05,Fact 6970,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 213,10.0,3.79,38.29,73.83,11.68,84.2,G03 ,PUE
Tienda 1,2023-09-05,Fact 6970,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 517,1.0,1.1,1.09,72.98,11.61,85.85,G03 ,PUE
Tienda 1,2023-09-05,Fact 6970,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 22,1.0,7.64,7.59,73.53,11.65,84.41,G03 ,PUE
Tienda 1,2023-09-05,Fact 6971,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 518,2.0,48.6,97.86,187.4,30.08,217.91,G03 ,PUE
Tienda 1,2023-09-05,Fact 6971,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 519,1.0,23.05,23.19,185.33,29.99,218.52,G03 ,PUE
Tienda 1,2023-09-05,Fact 6971,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 18,1.0,44.91,46.0,187.51,29.91,218.56,G03 ,PUE
Tienda 1,2023-09-05,Fact 6971,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 520,1.0,15.19,15.49,188.1,30.13,216.25,G03 ,PUE
Tienda 1,2023-09-05,Fact 6971,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 521,3.0,0.54,1.66,189.32,29.75,215.2,G03 ,PUE
Tienda 1,2023-09-05,Fact 6971,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 522,3.0,1.66,5.0,184.87,30.35,215.49,G03 ,PUE
Tienda 1,2023-09-05,Fact 6972,UUID 1,VIGENTE,Cliente 77,INFORMACION_PROTEGIDA,Prod 175,1.0,35.01,34.61,35.44,5.65,40.19,G03 ,PUE
Tienda 1,2023-09-05,Fact 6973,UUID 1,VIGENTE,Cliente 82,INFORMACION_PROTEGIDA,Prod 523,6.0,11.54,68.28,673.72,107.35,776.28,G03 ,PUE
Tienda 1,2023-09-05,Fact 6973,UUID 1,VIGENTE,Cliente 82,INFORMACION_PROTEGIDA,Prod 306,6.0,13.96,83.63,682.6,108.87,788.61,G03 ,PUE
Tienda 1,2023-09-05,Fact 6973,UUID 1,VIGENTE,Cliente 82,INFORMACION_PROTEGIDA,Prod 524,1.0,100.11,98.89,672.61,108.92,795.7,G03 ,PUE
Tienda 1,2023-09-05,Fact 6973,UUID 1,VIGENTE,Cliente 82,INFORMACION_PROTEGIDA,Prod 525,60.0,3.19,190.58,673.87,109.78,783.45,G03 ,PUE
Tienda 1,2023-09-05,Fact 6973,UUID 1,VIGENTE,Cliente 82,INFORMACION_PROTEGIDA,Prod 526,2.0,2.76,5.47,667.98,109.29,794.67,G03 ,PUE
Tienda 1,2023-09-05,Fact 6973,UUID 1,VIGENTE,Cliente 82,INFORMACION_PROTEGIDA,Prod 312,1.0,9.44,9.2,681.65,108.77,793.69,G03 ,PUE
Tienda 1,2023-09-05,Fact 6973,UUID 1,VIGENTE,Cliente 82,INFORMACION_PROTEGIDA,Prod 527,1.0,91.42,90.07,674.09,108.18,777.17,G03 ,PUE
Tienda 1,2023-09-05,Fact 6973,UUID 1,VIGENTE,Cliente 82,INFORMACION_PROTEGIDA,Prod 528,1.0,35.18,34.83,669.01,109.56,776.58,G03 ,PUE
Tienda 1,2023-09-05,Fact 6973,UUID 1,VIGENTE,Cliente 82,INFORMACION_PROTEGIDA,Prod 529,1.0,58.12,58.0,674.75,109.3,780.44,G03 ,PUE
Tienda 1,2023-09-05,Fact 6973,UUID 1,VIGENTE,Cliente 82,INFORMACION_PROTEGIDA,Prod 73,1.0,19.44,19.09,685.6,108.61,773.63,G03 ,PUE
Tienda 1,2023-09-05,Fact 6973,UUID 1,VIGENTE,Cliente 82,INFORMACION_PROTEGIDA,Prod 530,1.0,12.13,12.14,672.44,106.84,780.95,G03 ,PUE
Tienda 1,2023-09-05,Fact 6973,UUID 1,VIGENTE,Cliente 82,INFORMACION_PROTEGIDA,Prod 531,1.0,3.86,3.89,684.09,109.48,777.5,G03 ,PUE
Tienda 1,2023-09-06,Fact 6974,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 16,1.0,96.64,97.64,118.57,19.42,140.66,G01 ,PUE
Tienda 1,2023-09-06,Fact 6974,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 532,1.0,23.28,23.04,121.22,19.42,139.44,G01 ,PUE
Tienda 1,2023-09-06,Fact 6975,UUID 1,VIGENTE,Cliente 65,INFORMACION_PROTEGIDA,Prod 533,2.0,119.89,240.08,290.86,45.79,333.52,G03 ,PUE
Tienda 1,2023-09-06,Fact 6975,UUID 1,VIGENTE,Cliente 65,INFORMACION_PROTEGIDA,Prod 251,1.0,19.92,19.95,285.68,46.2,337.8,G03 ,PUE
Tienda 1,2023-09-06,Fact 6975,UUID 1,VIGENTE,Cliente 65,INFORMACION_PROTEGIDA,Prod 534,1.0,30.49,30.23,287.09,46.68,340.06,G03 ,PUE
Tienda 1,2023-09-07,Fact 6976,UUID 1,VIGENTE,Cliente 67,INFORMACION_PROTEGIDA,Prod 535,8.0,1.39,10.92,95.62,15.24,109.58,G03 ,PUE
Tienda 1,2023-09-07,Fact 6976,UUID 1,VIGENTE,Cliente 67,INFORMACION_PROTEGIDA,Prod 108,8.0,0.55,4.41,93.56,15.26,108.7,G03 ,PUE
Tienda 1,2023-09-07,Fact 6976,UUID 1,VIGENTE,Cliente 67,INFORMACION_PROTEGIDA,Prod 413,1.0,47.69,46.5,94.83,15.04,108.22,G03 ,PUE
Tienda 1,2023-09-07,Fact 6976,UUID 1,VIGENTE,Cliente 67,INFORMACION_PROTEGIDA,Prod 536,1.0,21.55,21.57,95.39,14.95,110.68,G03 ,PUE
Tienda 1,2023-09-07,Fact 6976,UUID 1,VIGENTE,Cliente 67,INFORMACION_PROTEGIDA,Prod 537,1.0,10.32,10.47,95.6,15.0,109.72,G03 ,PUE
Tienda 1,2023-09-07,Fact 6977,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 538,8.0,4.7,37.6,40.23,6.42,47.7,G01 ,PUE
Tienda 1,2023-09-07,Fact 6977,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 539,1.0,3.28,3.29,40.89,6.5,46.73,G01 ,PUE
Tienda 1,2023-09-07,Fact 6978,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 540,100.0,0.18,17.33,17.64,2.82,20.04,G01 ,PUE
Tienda 1,2023-09-07,Fact 6979,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 541,4.0,18.53,73.8,337.79,54.58,390.14,G03 ,PUE
Tienda 1,2023-09-07,Fact 6979,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 542,2.0,31.62,62.11,338.39,53.41,391.58,G03 ,PUE
Tienda 1,2023-09-07,Fact 6979,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 543,3.0,26.61,80.29,337.79,54.77,391.89,G03 ,PUE
Tienda 1,2023-09-07,Fact 6979,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 544,4.0,29.77,121.84,341.77,53.39,388.03,G03 ,PUE
Tienda 1,2023-09-08,Fact 6980,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 183,100.0,0.33,32.81,31.98,5.24,37.32,G01 ,PUE
Tienda 1,2023-09-08,Fact 6981,UUID 1,VIGENTE,Cliente 82,INFORMACION_PROTEGIDA,Prod 525,60.0,3.2,190.98,190.24,30.77,225.82,G03 ,PUE
Tienda 1,2023-09-08,Fact 6982,UUID 1,VIGENTE,Cliente 83,INFORMACION_PROTEGIDA,Prod 545,3.0,19.52,59.19,85.08,13.56,99.55,G03 ,PUE
Tienda 1,2023-09-08,Fact 6982,UUID 1,VIGENTE,Cliente 83,INFORMACION_PROTEGIDA,Prod 10,1.0,21.08,21.22,86.47,13.77,99.74,G03 ,PUE
Tienda 1,2023-09-08,Fact 6982,UUID 1,VIGENTE,Cliente 83,INFORMACION_PROTEGIDA,Prod 240,1.0,4.88,4.91,84.79,13.73,99.53,G03 ,PUE
Tienda 1,2023-09-08,Fact 6983,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 546,3.0,97.43,294.24,293.26,47.2,339.66,G03 ,PUE
Tienda 1,2023-09-08,Fact 6984,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 547,100.0,0.14,14.81,14.92,2.36,17.38,G01 ,PUE
Tienda 1,2023-09-09,Fact 6985,UUID 1,VIGENTE,Cliente 8,INFORMACION_PROTEGIDA,Prod 548,1.0,42.22,41.61,41.15,6.7,48.54,G03 ,PUE
Tienda 1,2023-09-09,Fact 6986,UUID 1,VIGENTE,Cliente 84,INFORMACION_PROTEGIDA,Prod 549,1.0,18.11,18.06,257.15,41.12,293.27,G03 ,PUE
Tienda 1,2023-09-09,Fact 6986,UUID 1,VIGENTE,Cliente 84,INFORMACION_PROTEGIDA,Prod 550,2.0,10.99,22.13,253.46,40.81,294.2,G03 ,PUE
Tienda 1,2023-09-09,Fact 6986,UUID 1,VIGENTE,Cliente 84,INFORMACION_PROTEGIDA,Prod 157,4.0,10.55,41.56,256.47,41.15,294.02,G03 ,PUE
Tienda 1,2023-09-09,Fact 6986,UUID 1,VIGENTE,Cliente 84,INFORMACION_PROTEGIDA,Prod 551,4.0,13.84,54.77,251.37,40.26,297.85,G03 ,PUE
Tienda 1,2023-09-09,Fact 6986,UUID 1,VIGENTE,Cliente 84,INFORMACION_PROTEGIDA,Prod 552,1.0,70.54,70.38,256.88,41.19,292.02,G03 ,PUE
Tienda 1,2023-09-09,Fact 6986,UUID 1,VIGENTE,Cliente 84,INFORMACION_PROTEGIDA,Prod 553,1.0,48.96,47.68,254.28,41.05,296.94,G03 ,PUE
Tienda 1,2023-09-09,Fact 6987,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 554,11.0,0.55,6.12,25.95,4.14,29.88,G01 ,PUE
Tienda 1,2023-09-09,Fact 6987,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 555,100.0,0.2,19.46,25.4,4.17,29.45,G01 ,PUE
Tienda 1,2023-09-09,Fact 6988,UUID 1,VIGENTE,Cliente 57,INFORMACION_PROTEGIDA,Prod 556,2.0,8.71,17.41,40.51,6.56,47.59,G03 ,PUE
Tienda 1,2023-09-09,Fact 6988,UUID 1,VIGENTE,Cliente 57,INFORMACION_PROTEGIDA,Prod 206,1.0,23.2,23.35,41.03,6.49,47.12,G03 ,PUE
Tienda 1,2023-09-09,Fact 6989,UUID 1,VIGENTE,Cliente 65,INFORMACION_PROTEGIDA,Prod 557,2.0,26.17,53.21,281.4,45.18,332.85,G03 ,PUE
Tienda 1,2023-09-09,Fact 6989,UUID 1,VIGENTE,Cliente 65,INFORMACION_PROTEGIDA,Prod 558,1.0,35.59,34.69,279.31,46.01,331.75,G03 ,PUE
Tienda 1,2023-09-09,Fact 6989,UUID 1,VIGENTE,Cliente 65,INFORMACION_PROTEGIDA,Prod 559,1.0,27.48,27.22,286.29,44.98,332.31,G03 ,PUE
Tienda 1,2023-09-09,Fact 6989,UUID 1,VIGENTE,Cliente 65,INFORMACION_PROTEGIDA,Prod 560,1.0,32.51,32.02,284.76,45.72,333.16,G03 ,PUE
Tienda 1,2023-09-09,Fact 6989,UUID 1,VIGENTE,Cliente 65,INFORMACION_PROTEGIDA,Prod 561,1.0,106.41,104.89,280.33,45.03,324.31,G03 ,PUE
Tienda 1,2023-09-09,Fact 6989,UUID 1,VIGENTE,Cliente 65,INFORMACION_PROTEGIDA,Prod 562,2.0,5.53,10.85,280.97,44.75,324.03,G03 ,PUE
Tienda 1,2023-09-09,Fact 6989,UUID 1,VIGENTE,Cliente 65,INFORMACION_PROTEGIDA,Prod 432,1.0,19.8,19.88,283.32,44.84,323.81,G03 ,PUE
Tienda 1,2023-09-10,Fact 6990,UUID 1,VIGENTE,Cliente 85,INFORMACION_PROTEGIDA,Prod 563,12.0,6.03,72.44,167.2,27.31,197.97,G03 ,PUE
Tienda 1,2023-09-10,Fact 6990,UUID 1,VIGENTE,Cliente 85,INFORMACION_PROTEGIDA,Prod 564,16.0,6.1,97.72,167.41,26.95,194.61,G03 ,PUE
Tienda 1,2023-09-10,Fact 6991,UUID 1,VIGENTE,Cliente 37,INFORMACION_PROTEGIDA,Prod 543,2.0,26.48,54.08,64.17,10.35,75.36,G03 ,PUE
Tienda 1,2023-09-10,Fact 6991,UUID 1,VIGENTE,Cliente 37,INFORMACION_PROTEGIDA,Prod 565,10.0,0.55,5.42,63.95,10.23,76.05,G03 ,PUE
Tienda 1,2023-09-10,Fact 6991,UUID 1,VIGENTE,Cliente 37,INFORMACION_PROTEGIDA,Prod 292,1.0,5.43,5.46,65.22,10.38,74.79,G03 ,PUE
Tienda 1,2023-09-10,Fact 6992,UUID 1,VIGENTE,Cliente 86,INFORMACION_PROTEGIDA,Prod 538,5.0,18.75,93.92,123.06,19.44,142.16,G03 ,PUE
Tienda 1,2023-09-10,Fact 6992,UUID 1,VIGENTE,Cliente 86,INFORMACION_PROTEGIDA,Prod 566,20.0,0.55,10.91,123.97,19.65,143.22,G03 ,PUE
Tienda 1,2023-09-10,Fact 6992,UUID 1,VIGENTE,Cliente 86,INFORMACION_PROTEGIDA,Prod 567,1.0,18.51,18.65,124.47,19.86,142.76,G03 ,PUE
Tienda 1,2023-09-11,Fact 6993,UUID 1,VIGENTE,Cliente 87,INFORMACION_PROTEGIDA,Prod 568,6.0,18.7,110.55,113.47,18.04,131.65,G03 ,PUE
Tienda 1,2023-09-11,Fact 6994,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 129,1.0,13.87,13.77,35.21,5.69,41.83,G01 ,PUE
Tienda 1,2023-09-11,Fact 6994,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 512,2.0,4.94,10.0,36.16,5.65,40.93,G01 ,PUE
Tienda 1,2023-09-11,Fact 6994,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 569,2.0,6.07,11.99,35.44,5.75,41.0,G01 ,PUE
Tienda 1,2023-09-11,Fact 6995,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 10,1.0,21.59,21.55,26.59,4.16,30.71,G01 ,PUE
Tienda 1,2023-09-11,Fact 6995,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 240,1.0,5.0,4.89,26.52,4.26,30.78,G01 ,PUE
Tienda 1,2023-09-11,Fact 6996,UUID 1,VIGENTE,Cliente 11,INFORMACION_PROTEGIDA,Prod 240,3.0,4.9,14.64,396.75,64.17,464.26,G03 ,PUE
Tienda 1,2023-09-11,Fact 6996,UUID 1,VIGENTE,Cliente 11,INFORMACION_PROTEGIDA,Prod 380,3.0,42.95,130.87,397.7,64.01,459.98,G03 ,PUE
Tienda 1,2023-09-11,Fact 6996,UUID 1,VIGENTE,Cliente 11,INFORMACION_PROTEGIDA,Prod 570,3.0,13.13,39.93,392.95,63.06,455.61,G03 ,PUE
Tienda 1,2023-09-11,Fact 6996,UUID 1,VIGENTE,Cliente 11,INFORMACION_PROTEGIDA,Prod 571,1.0,215.04,215.23,392.11,64.38,459.7,G03 ,PUE
Tienda 1,2023-09-11,Fact 6997,UUID 1,VIGENTE,Cliente 88,INFORMACION_PROTEGIDA,Prod 85,1.0,6.6,6.63,108.36,16.94,125.58,G03 ,PUE
Tienda 1,2023-09-11,Fact 6997,UUID 1,VIGENTE,Cliente 88,INFORMACION_PROTEGIDA,Prod 457,1.0,10.26,10.42,107.45,16.89,125.05,G03 ,PUE
Tienda 1,2023-09-11,Fact 6997,UUID 1,VIGENTE,Cliente 88,INFORMACION_PROTEGIDA,Prod 572,1.0,23.8,23.89,106.91,17.13,123.5,G03 ,PUE
Tienda 1,2023-09-11,Fact 6997,UUID 1,VIGENTE,Cliente 88,INFORMACION_PROTEGIDA,Prod 573,1.0,43.56,43.01,106.65,17.18,125.71,G03 ,PUE
Tienda 1,2023-09-11,Fact 6997,UUID 1,VIGENTE,Cliente 88,INFORMACION_PROTEGIDA,Prod 373,1.0,22.94,22.73,107.19,17.28,124.43,G03 ,PUE
Tienda 1,2023-09-12,Fact 6998,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 496,2.0,2.16,4.37,37.91,6.09,43.72,G03 ,PUE
Tienda 1,2023-09-12,Fact 6998,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 494,5.0,1.66,8.26,37.32,6.09,43.44,G03 ,PUE
Tienda 1,2023-09-12,Fact 6998,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 419,6.0,2.18,13.28,38.38,6.03,43.4,G03 ,PUE
Tienda 1,2023-09-12,Fact 6998,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 574,1.0,3.78,3.8,37.43,5.97,44.31,G03 ,PUE
Tienda 1,2023-09-12,Fact 6998,UUID 1,VIGENTE,Cliente 5,INFORMACION_PROTEGIDA,Prod 526,3.0,2.72,8.3,37.8,5.97,44.48,G03 ,PUE
Tienda 1,2023-09-12,Fact 6999,UUID 1,VIGENTE,Cliente 89,INFORMACION_PROTEGIDA,Prod 200,1.0,27.74,27.52,28.76,4.63,33.57,G03 ,PUE
Tienda 1,2023-09-12,Fact 6999,UUID 1,VIGENTE,Cliente 89,INFORMACION_PROTEGIDA,Prod 575,1.0,1.63,1.63,29.17,4.69,33.48,G03 ,PUE
Tienda 1,2023-09-12,Fact 7000,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 540,100.0,0.18,17.6,49.85,8.03,58.34,G01 ,PUE
Tienda 1,2023-09-12,Fact 7000,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 30,1.0,28.63,28.96,50.9,7.97,58.78,G01 ,PUE
Tienda 1,2023-09-12,Fact 7000,UUID 1,VIGENTE,Cliente 9,INFORMACION_PROTEGIDA,Prod 151,1.0,2.2,2.18,50.94,7.96,59.18,G01 ,PUE
